nfloor,prop,rot,area,wwr,epoch,wall,roof,floor,energy
4,1.890982,2.150636,193.349533,0.2,2,1,1,1,65.891259
3,1.401079,2.561054,87.374082,0.2,2,1,1,1,93.78463
4,1.348654,1.013833,108.540857,0.2,2,1,1,1,81.716578
3,1.53136,2.148827,136.493816,0.2,2,1,1,1,78.904627
5,1.368896,2.546319,101.674591,0.2,3,1,1,1,66.763806
4,1.63468,0.275819,110.954789,0.2,2,1,1,1,82.311087
3,1.593978,2.565844,63.469426,0.2,3,1,1,1,91.237759
3,4.475826,2.336523,628.217024,0.2,4,1,1,1,44.001628
4,1.128475,0.562308,133.171904,0.2,2,1,1,1,73.678001
4,1.612243,0.559584,115.653522,0.2,2,1,1,1,80.028345
4,1.196544,0.567682,154.709935,0.2,3,1,1,1,57.678945
4,1.029613,1.914813,203.684219,0.2,4,1,1,1,47.727818
4,1.786007,2.525509,84.609252,0.2,3,1,1,1,77.210154
4,1.829427,2.543578,84.092613,0.2,2,1,1,1,93.744755
4,1.680128,2.560582,120.89259,0.2,2,1,1,1,78.812211
4,1.448536,0.570845,103.474879,0.2,2,1,1,1,83.352103
3,1.47857,2.561839,67.277726,0.2,3,1,1,1,88.431452
9,1.373866,2.546761,288.116313,0.3,8,1,1,1,34.037351
9,1.74038,1.581488,182.709622,0.2,6,1,1,1,37.72987
9,1.748497,1.565869,186.018006,0.2,6,1,1,1,37.486798
3,1.868459,1.770504,67.68243,0.2,4,1,1,1,83.89397
4,1.425251,0.566826,73.396023,0.2,3,1,1,1,80.545092
6,1.639391,2.312523,285.005194,0.3,8,1,1,1,38.031741
4,1.33995,2.219914,148.418418,0.2,5,1,1,1,56.765259
2,1.238898,1.431373,79.933295,0.2,2,1,1,1,104.691428
7,1.184293,0.861736,164.123837,0.2,4,1,1,1,45.48524
4,1.294704,1.723501,76.610339,0.2,4,1,1,1,72.024573
4,1.304428,2.194073,128.139857,0.2,3,1,1,1,63.079357
4,1.031193,0.586782,108.410489,0.2,3,1,1,1,67.039721
4,1.279515,0.558672,213.724227,0.2,3,1,1,1,50.74028
10,1.316123,2.56208,299.874038,0.2,5,1,1,1,34.521208
9,1.728975,1.565948,181.174828,0.2,6,1,1,1,37.835985
8,1.402153,2.291132,183.542377,0.2,4,1,1,1,42.597919
8,1.249145,3.139798,190.233771,0.3,9,1,1,1,40.606082
9,1.178991,1.57531,159.855622,0.3,8,1,1,1,42.879672
6,4.649843,2.33632,566.778404,0.3,7,1,1,1,35.931078
10,1.032038,1.021673,190.402223,0.3,8,1,1,1,38.764049
5,1.061108,0.971483,290.499658,0.2,5,1,1,1,40.624179
4,1.358484,2.170232,191.005722,0.2,5,1,1,1,51.305462
4,1.363329,0.973116,191.101136,0.2,5,1,1,1,51.307625
5,1.329271,1.703898,169.666414,0.3,8,1,1,1,47.122031
4,1.329608,1.437898,169.826671,0.3,8,1,1,1,49.924163
5,1.000058,1.437588,234.257492,0.3,8,1,1,1,41.656872
4,1.333201,1.437472,191.973429,0.3,8,1,1,1,47.859876
5,1.000047,3.008588,227.112727,0.3,8,1,1,1,42.082837
6,1.372971,1.036278,198.249233,0.3,8,1,1,1,42.474539
6,1.3732,1.03686,198.280953,0.3,8,1,1,1,42.472173
7,1.016513,2.60725,285.402201,0.3,8,1,1,1,35.76031
5,1.373381,0.534359,198.276263,0.3,8,1,1,1,43.851704
4,1.249359,2.116394,180.037104,0.2,8,1,1,1,44.784151
5,1.249502,1.025895,179.970934,0.2,8,1,1,1,41.892751
6,1.37295,2.607025,198.33219,0.3,8,1,1,1,41.974947
5,1.208633,1.437693,174.03677,0.3,8,1,1,1,46.447374
5,1.208395,1.703959,173.995494,0.3,8,1,1,1,46.450884
5,1.000253,0.132924,227.719419,0.3,8,1,1,1,42.044896
5,1.329125,1.437695,169.644118,0.3,8,1,1,1,47.123815
5,1.333565,1.704067,192.019922,0.3,8,1,1,1,45.057074
8,1.105464,0.807001,278.688397,0.2,4,1,1,1,35.569967
8,1.423646,2.349956,339.28432,0.3,7,1,1,1,33.30704
4,1.057195,2.380572,245.322062,0.3,2,1,1,1,57.420277
3,2.038313,1.558577,203.573395,0.2,8,1,1,1,49.715846
3,1.070858,1.232195,74.660901,0.2,4,1,1,1,77.165401
2,2.612164,2.010826,235.534928,0.2,3,1,1,1,67.127431
2,1.472873,2.531296,141.52696,0.2,1,1,1,1,85.826625
2,1.470653,2.197976,230.774263,0.1,8,1,1,1,52.649187
5,1.497088,1.283372,296.560389,0.2,2,1,1,1,50.857318
2,1.167471,0.864484,121.022754,0.2,1,1,1,1,89.449234
2,1.451561,1.030802,138.732216,0.2,1,1,1,1,85.966643
2,1.033349,2.617316,96.09567,0.3,3,1,1,1,86.663505
4,1.177252,2.095752,156.947196,0.2,3,1,1,1,57.558608
4,1.198696,0.222163,179.324917,0.2,4,1,1,1,50.227559
3,1.919601,1.795035,81.904899,0.2,1,1,1,1,100.039564
4,1.287804,2.89998,199.480928,0.2,1,1,1,1,62.422048
3,1.346553,1.996017,220.222193,0.3,1,1,1,1,64.865708
2,2.059918,0.745602,84.253729,0.2,1,1,1,1,107.13329
2,2.124069,0.776832,75.131676,0.2,1,1,1,1,112.599177
3,1.143477,0.678072,125.476282,0.2,2,1,1,1,80.273837
2,1.5451,1.744455,203.994495,0.2,2,1,1,1,75.394634
2,1.080683,1.274479,96.601284,0.2,1,1,1,1,97.133555
3,1.854113,1.016815,136.543332,0.2,1,1,1,1,80.149211
2,1.710328,2.850218,409.776922,0.2,1,1,1,1,60.898998
4,1.529651,1.290941,497.829185,0.2,1,1,1,1,44.035853
2,2.186552,0.636062,52.293025,0.3,8,1,1,1,99.668444
4,1.35381,0.852874,208.951374,0.2,2,1,1,1,61.215024
9,1.507943,1.74478,176.434485,0.3,8,1,1,1,41.853936
5,1.398733,0.973373,184.048735,0.2,5,1,1,1,49.249026
4,1.405749,2.166258,184.063436,0.2,5,1,1,1,52.191114
9,1.530655,1.751774,178.36855,0.3,8,1,1,1,41.726139
5,1.527335,0.59214,207.941998,0.2,5,1,1,1,46.689994
9,1.513331,1.753754,175.60994,0.3,8,1,1,1,41.941198
9,1.488867,1.950388,179.736968,0.3,8,1,1,1,41.318712
9,1.492567,1.171052,176.698428,0.3,8,1,1,1,41.600059
5,1.40524,0.592589,184.646161,0.2,6,1,1,1,41.445926
5,1.387834,0.972512,185.657343,0.2,6,1,1,1,41.711428
4,1.451644,0.590888,180.669774,0.2,6,1,1,1,44.7597
9,2.457392,2.022614,300.107232,0.3,8,1,1,1,36.372318
5,1.296693,0.973481,185.818506,0.2,6,1,1,1,41.519707
5,1.444326,0.598107,179.886884,0.2,6,1,1,1,41.890758
6,1.411234,2.168819,182.63237,0.2,6,1,1,1,40.066922
9,2.036102,1.121509,249.70044,0.3,8,1,1,1,37.752859
5,1.513381,1.576916,200.276777,0.2,6,1,1,1,41.013231
5,1.498986,1.576922,196.199811,0.2,6,1,1,1,41.276849
5,1.454106,0.003179,203.493959,0.2,6,1,1,1,40.468889
5,1.520924,0.003739,194.856837,0.2,6,1,1,1,41.198222
5,1.458772,3.13764,199.812174,0.2,6,1,1,1,40.728359
5,1.480345,1.567103,195.38009,0.2,6,1,1,1,41.29766
4,1.117788,1.765236,163.731374,0.3,8,1,1,1,50.13809
4,1.115349,1.383471,165.88263,0.3,8,1,1,1,49.909731
4,1.570744,2.596416,205.182083,0.3,8,1,1,1,47.045281
5,1.262562,2.606013,177.334106,0.3,8,1,1,1,45.937722
5,1.270762,0.877416,179.565805,0.3,8,1,1,1,45.426771
5,1.300589,2.124867,175.924563,0.3,8,1,1,1,45.966801
6,1.281137,2.605602,181.171004,0.3,8,1,1,1,43.739339
6,1.277755,2.109146,179.336508,0.3,8,1,1,1,43.755075
6,1.280944,1.027841,180.244036,0.3,8,1,1,1,43.672107
2,1.242016,1.060047,170.982575,0.2,5,1,1,1,67.721698
2,1.630194,1.093686,143.72504,0.2,5,1,1,1,72.746105
5,2.782158,0.558852,297.15691,0.2,5,1,1,1,44.602061
2,1.685948,2.032609,160.004729,0.2,5,1,1,1,70.392768
2,1.751433,1.044466,165.632042,0.2,5,1,1,1,70.10955
6,1.615136,1.030394,272.97126,0.2,8,1,1,1,35.223321
5,2.830449,2.589645,293.190466,0.2,5,1,1,1,44.980899
6,2.793434,0.554402,295.870491,0.2,5,1,1,1,42.773909
4,1.111323,1.010758,165.055614,0.3,8,1,1,1,49.658977
2,1.544378,2.10714,151.0862,0.2,5,1,1,1,71.476416
5,1.522324,0.00368,193.873993,0.2,6,1,1,1,41.273674
3,2.104612,0.380325,177.780543,0.2,4,1,1,1,57.98713
2,2.848442,2.810816,65.795892,0.2,2,1,1,1,126.115546
3,1.04582,0.05963,98.616546,0.2,2,1,1,1,88.311141
2,1.00917,1.48429,136.07222,0.2,2,1,1,1,85.443066
7,1.230437,1.89209,203.979306,0.2,4,1,1,1,41.654336
2,1.894877,1.490648,103.46698,0.2,3,1,1,1,85.009029
4,1.452434,2.735722,320.175544,0.2,4,1,1,1,41.373148
4,1.238706,0.089275,263.767924,0.2,3,1,1,1,47.039544
2,1.167012,1.542867,67.567428,0.4,1,1,1,1,111.568426
3,1.305416,0.353654,68.887597,0.25,2,1,1,1,103.94133
3,1.60383,3.049373,109.841283,0.2,3,1,1,1,72.957084
3,1.144543,3.051928,143.932186,0.2,2,1,1,1,75.621731
4,1.448884,1.485691,330.577419,0.2,3,1,1,1,43.898855
5,1.538728,1.662434,231.729748,0.2,2,1,1,1,56.765888
4,1.415933,0.081918,206.552679,0.2,4,1,1,1,47.956503
2,1.875347,1.472563,544.985119,0.2,2,1,1,1,56.653509
4,1.454068,1.661923,326.087668,0.2,3,1,1,1,44.113391
4,1.091943,3.050542,176.184502,0.2,3,1,1,1,54.821036
3,1.149581,0.052315,114.359951,0.2,4,1,1,1,65.091455
3,1.176299,3.05091,142.330567,0.2,2,1,1,1,76.029983
2,1.055804,1.49063,150.323034,0.2,4,1,1,1,68.206412
4,2.271584,0.405871,156.301929,0.2,3,1,1,1,61.903707
2,1.658138,1.093569,166.575663,0.2,5,1,1,1,69.374507
2,1.334768,2.69963,128.349426,0.2,5,1,1,1,74.856846
2,1.438185,1.766422,155.773922,0.2,5,1,1,1,70.390655
2,1.764678,2.687576,191.051561,0.2,5,1,1,1,67.026266
2,1.391013,1.234852,201.538656,0.2,5,1,1,1,64.712059
2,1.579066,0.52456,239.721511,0.2,5,1,1,1,61.990276
2,2.105242,0.468002,161.495991,0.2,5,1,1,1,72.15596
2,1.599616,2.748979,229.010504,0.2,5,1,1,1,62.865181
2,1.389542,2.635715,191.443155,0.2,5,1,1,1,65.82916
2,1.024877,1.81533,75.45249,0.2,5,1,1,1,89.582046
2,1.818828,2.665071,137.733546,0.2,5,1,1,1,74.898531
2,1.08579,1.504668,176.622102,0.2,5,1,1,1,66.891245
2,1.547461,1.293383,82.053199,0.2,5,1,1,1,88.59524
2,2.14385,1.496809,202.948431,0.2,5,1,1,1,67.023013
2,1.399142,1.317867,148.150323,0.2,5,1,1,1,71.432092
2,1.293197,1.527763,166.235203,0.2,5,1,1,1,68.552204
2,1.517481,1.283531,139.640475,0.2,5,1,1,1,73.252929
2,1.602774,3.109407,170.431111,0.2,5,1,1,1,68.730702
2,1.63025,1.847537,186.893479,0.2,5,1,1,1,66.98127
2,1.83312,1.827238,168.547742,0.2,5,1,1,1,69.988073
2,1.043658,0.205313,91.620355,0.2,5,1,1,1,83.437455
2,1.570384,1.27342,191.953997,0.2,5,1,1,1,66.224418
2,1.534095,3.104591,186.317895,0.2,5,1,1,1,66.60034
2,1.358438,3.112312,151.875238,0.2,5,1,1,1,70.65839
2,1.32647,1.621033,204.649273,0.2,5,1,1,1,64.298617
2,2.137989,1.524351,151.578029,0.2,5,1,1,1,73.730237
2,1.351319,1.842345,131.471368,0.2,5,1,1,1,74.19458
2,1.270861,1.551012,158.301724,0.2,5,1,1,1,69.594965
2,1.073168,3.131844,129.957068,0.2,5,1,1,1,73.934147
2,1.362773,2.646791,212.220181,0.2,5,1,1,1,63.71459
2,1.313478,0.481424,214.429724,0.2,5,1,1,1,63.404489
3,1.935783,3.135197,250.999209,0.2,5,1,1,1,52.351406
7,1.641487,3.139727,283.557093,0.2,5,1,1,1,38.544291
7,2.923675,0.783062,446.833999,0.2,5,1,1,1,35.596347
4,2.362569,1.559824,332.434327,0.2,5,1,1,1,44.490407
3,2.446707,1.570162,468.645802,0.2,5,1,1,1,44.690981
6,1.831159,3.137877,376.023498,0.2,5,1,1,1,36.315491
7,2.448734,3.139744,454.221354,0.2,5,1,1,1,33.850383
11,1.209353,1.567972,596.288573,0.2,5,1,1,1,26.979445
11,1.192653,1.587918,660.903867,0.2,5,1,1,1,26.31481
7,1.470459,0.001127,269.485412,0.2,5,1,1,1,39.00117
3,1.964658,1.574999,265.638635,0.2,5,1,1,1,51.79285
7,1.962516,1.569485,356.756629,0.2,5,1,1,1,36.339689
7,3.24832,0.765321,494.788755,0.2,5,1,1,1,34.219847
3,3.292013,1.577222,445.187841,0.2,6,1,1,1,42.681694
6,3.639491,0.007657,574.531566,0.2,5,1,1,1,34.673665
7,3.993821,0.001854,511.151794,0.2,5,1,1,1,35.410504
3,5.815999,3.135201,752.737058,0.2,5,1,1,1,44.406459
6,2.694459,1.571006,556.428891,0.2,5,1,1,1,33.924496
3,3.349366,0.781948,442.249646,0.2,5,1,1,1,47.570373
7,2.080727,1.572268,317.151508,0.2,5,1,1,1,38.312944
3,3.858228,1.575607,501.72568,0.2,5,1,1,1,46.911186
7,2.350272,1.579232,340.370794,0.2,5,1,1,1,37.983452
2,1.480563,1.611444,191.563657,0.2,5,1,1,1,66.016163
2,1.801917,1.530149,181.919559,0.2,5,1,1,1,68.147752
